,Id,MSZoning,LotArea,Street,Alley,LotShape,Utilities,LandSlope,Neighborhood,BldgType,YearBuilt,RoofStyle,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,GarageQual,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SalePrice
344,344,RL,8849,Pave,,IR1,AllPub,Gtl,NridgHt,TwnhsE,2005,Hip,PConc,Ex,1684,Ex,Y,1684,0,1684,0,0,2,0,2,1,Ex,6,1,Ex,Attchd,2,564,TA,495,0,,,,2008,266000
345,345,RM,2592,Pave,,Reg,AllPub,Gtl,MeadowV,TwnhsE,1976,Gable,CBlock,Gd,536,TA,Y,536,576,1112,0,0,1,1,3,1,TA,4,0,,Attchd,1,336,TA,182,0,,,,2010,85000
346,346,RL,6435,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1939,Gable,BrkTil,TA,972,Gd,Y,972,605,1577,0,0,1,0,3,1,Fa,6,1,Gd,Detchd,1,312,TA,0,0,,,,2006,140200
347,347,RL,12772,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1960,Hip,CBlock,TA,958,TA,Y,958,0,958,0,0,1,0,2,1,TA,5,0,,Attchd,1,301,TA,0,0,,,Gar2,2007,151500
348,348,RL,17600,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1960,Gable,CBlock,TA,1478,Ex,Y,1478,0,1478,1,0,2,0,3,1,TA,6,2,Gd,Attchd,2,498,TA,0,0,,,,2009,157500
349,349,RL,2448,Pave,,Reg,AllPub,Gtl,NridgHt,Twnhs,2003,Gable,PConc,Gd,764,Ex,Y,764,862,1626,1,0,2,1,2,1,Gd,6,0,,BuiltIn,2,474,TA,0,0,,,,2008,154000
350,350,RL,20431,Pave,,IR2,AllPub,Gtl,NridgHt,1Fam,2005,Hip,PConc,Ex,1848,Ex,Y,1848,880,2728,1,0,2,1,4,1,Ex,10,2,Ex,Attchd,3,706,TA,0,0,,,,2006,437154
351,351,RL,7820,Pave,,IR1,AllPub,Gtl,NridgHt,TwnhsE,2007,Hip,PConc,Ex,1869,Ex,Y,1869,0,1869,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2,617,TA,210,0,,,,2007,318061
352,352,RL,5271,Pave,,IR1,AllPub,Mod,ClearCr,1Fam,1986,Gable,PConc,Gd,1453,Gd,Y,1453,0,1453,1,0,1,1,2,1,Gd,6,1,TA,Attchd,2,445,TA,0,0,,,,2006,190000
353,353,RL,9084,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1941,Gable,CBlock,TA,616,TA,N,616,495,1111,0,1,1,0,3,1,TA,5,0,,Detchd,1,200,TA,48,0,,,,2008,95000
354,354,RM,8520,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1928,Gable,BrkTil,TA,624,Gd,Y,720,0,720,0,0,1,0,2,1,TA,5,0,,Detchd,2,484,TA,106,0,,,,2010,105900
355,355,RL,8400,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1940,Gable,CBlock,TA,940,Ex,Y,1192,403,1595,0,0,1,0,2,1,TA,6,2,Gd,Attchd,1,240,TA,0,0,,,,2006,140000
356,356,RL,11249,Pave,,IR2,AllPub,Gtl,CollgCr,1Fam,1995,Gable,PConc,Gd,1200,Ex,Y,1200,0,1200,1,0,2,0,3,1,Gd,6,0,,Attchd,2,521,TA,0,0,,,,2007,177500
357,357,RL,9248,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1992,Gable,PConc,Gd,1158,Gd,Y,1167,0,1167,1,0,2,0,3,1,Gd,6,0,,Attchd,2,400,TA,120,0,,,,2009,173000
358,358,RM,4224,Pave,,Reg,AllPub,Gtl,MeadowV,TwnhsE,1976,Gable,PConc,Gd,1142,TA,Y,1142,0,1142,1,0,1,1,3,1,TA,6,1,Po,Attchd,2,528,TA,536,0,,MnPrv,,2007,134000
359,359,RL,6930,Pave,,IR1,AllPub,Gtl,ClearCr,1Fam,1958,Hip,CBlock,TA,1062,Ex,Y,1352,0,1352,0,1,1,0,3,1,Gd,6,0,,BuiltIn,1,288,TA,168,0,,,,2006,130000
360,360,RL,12011,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1998,Gable,PConc,Gd,1086,Ex,Y,1086,838,1924,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2,592,TA,208,0,,,,2006,280000
361,361,RL,7540,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1978,Gable,CBlock,Gd,888,Ex,Y,912,0,912,1,0,1,0,2,1,TA,5,1,TA,Attchd,2,470,TA,0,0,,MnPrv,,2007,156000
362,362,RL,9144,Pave,Pave,Reg,AllPub,Gtl,BrkSide,1Fam,1940,Gable,CBlock,TA,883,Gd,Y,988,517,1505,1,0,1,0,3,1,TA,8,0,,Detchd,1,240,TA,0,0,,,,2008,145000
363,363,RL,7301,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,2003,Gable,Slab,,0,Ex,Y,495,1427,1922,0,0,3,0,4,1,Gd,7,1,Ex,BuiltIn,2,672,TA,0,0,,,,2009,198500
364,364,RM,1680,Pave,,Reg,AllPub,Gtl,BrDale,Twnhs,1972,Gable,CBlock,TA,483,Gd,Y,483,504,987,0,0,1,1,2,1,Gd,5,0,,Detchd,1,264,TA,250,0,,,,2009,118000
365,365,RL,18800,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1976,Gable,PConc,Gd,796,TA,Y,790,784,1574,1,0,2,1,3,1,TA,6,1,TA,Attchd,2,566,TA,306,0,,,,2006,190000
366,366,RM,10690,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1920,Hip,CBlock,TA,672,Gd,Y,672,672,1344,0,0,1,0,3,1,TA,6,0,,Detchd,1,468,TA,0,0,,,,2009,147000
367,367,RL,9500,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1963,Gable,CBlock,Gd,1394,Gd,Y,1394,0,1394,1,0,1,1,3,1,TA,6,2,Gd,Attchd,2,514,TA,0,0,,,,2009,159000
368,368,RL,9150,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1962,Gable,CBlock,Gd,1099,Gd,Y,1431,0,1431,0,1,1,0,3,1,TA,6,1,Gd,Basment,1,296,TA,64,0,,,,2008,165000
369,369,RL,7800,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1954,Gable,PConc,TA,1268,Gd,Y,1268,0,1268,0,0,1,0,2,1,TA,7,1,Gd,Attchd,1,244,TA,0,0,,,,2010,132000
370,370,RL,9830,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1959,Gable,CBlock,TA,1063,Ex,Y,1287,0,1287,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,2,576,TA,364,0,,,,2010,162000
371,371,RL,8121,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,953,Ex,Y,953,711,1664,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,460,TA,100,0,,,,2006,172400
372,372,RL,17120,Pave,,Reg,AllPub,Gtl,ClearCr,1Fam,1959,Gable,CBlock,,0,TA,Y,1120,468,1588,0,0,2,0,4,1,TA,7,1,Gd,Detchd,2,680,TA,0,0,,,,2008,134432
373,373,RL,7175,Pave,,Reg,AllPub,Gtl,SawyerW,TwnhsE,1984,Gable,CBlock,Gd,744,TA,Y,752,0,752,1,0,1,0,2,1,TA,4,0,,Attchd,1,264,TA,353,0,,MnPrv,,2010,125000
374,374,RL,10634,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1953,Gable,PConc,TA,608,TA,Y,1319,0,1319,1,0,1,0,3,1,TA,5,0,,Attchd,1,270,TA,66,0,,GdWo,,2009,123000
375,375,RL,8200,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2003,Gable,PConc,Gd,847,Ex,Y,847,1081,1928,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2,434,TA,100,0,,,,2007,219500
376,376,RL,10020,Pave,,IR1,AllPub,Sev,Edwards,1Fam,1922,Gable,BrkTil,Fa,683,Gd,N,904,0,904,1,0,0,1,1,1,Fa,4,0,,,0,0,,0,0,,,,2009,61000
377,377,RL,8846,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1996,Gable,PConc,Gd,870,Ex,Y,914,0,914,0,0,1,0,2,1,TA,5,0,,Detchd,2,576,TA,0,0,,,,2006,148000
378,378,FV,11143,Pave,,IR1,AllPub,Gtl,Somerst,1Fam,2004,Gable,PConc,Gd,1580,Ex,Y,1580,886,2466,0,0,3,0,4,1,Gd,8,1,Gd,Attchd,2,610,TA,159,0,,,,2007,340000
379,379,RL,11394,Pave,,Reg,AllPub,Gtl,StoneBr,1Fam,2010,Hip,PConc,Ex,1856,Ex,Y,1856,0,1856,1,0,1,1,1,1,Ex,8,1,Ex,Attchd,3,834,TA,113,0,,,,2010,394432
380,380,RL,8123,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,982,Ex,Y,1007,793,1800,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,463,TA,100,0,,,,2009,179000
381,381,RL,5000,Pave,Pave,Reg,AllPub,Gtl,SWISU,1Fam,1924,Gable,BrkTil,TA,1026,TA,Y,1026,665,1691,0,0,2,0,3,1,Gd,6,1,Gd,Detchd,1,308,TA,0,0,,,,2010,127000
382,382,FV,7200,Pave,Pave,Reg,AllPub,Gtl,Somerst,1Fam,2006,Gable,PConc,Gd,1293,Ex,Y,1301,0,1301,1,0,2,0,2,1,Gd,5,1,Gd,Attchd,2,572,TA,216,0,,,,2006,187750
383,383,RL,9245,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2006,Gable,PConc,Gd,939,Ex,Y,939,858,1797,0,0,2,1,3,1,Gd,8,0,,Attchd,2,639,TA,144,0,,,,2007,213500
384,384,RH,9000,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1928,Gable,BrkTil,Fa,784,TA,N,784,0,784,0,0,1,0,2,1,TA,5,0,,Detchd,2,360,Fa,0,0,,,,2009,76000
385,385,RL,53107,Pave,,IR2,AllPub,Mod,ClearCr,1Fam,1992,Gable,PConc,Gd,1580,Ex,Y,1079,874,1953,1,0,2,1,3,1,Gd,9,2,Fa,Attchd,2,501,TA,216,0,,,,2007,240000
386,386,RL,3182,Pave,,Reg,AllPub,Gtl,Blmngtn,TwnhsE,2004,Gable,PConc,Gd,1256,Ex,Y,1269,0,1269,0,0,2,0,2,1,Gd,6,1,TA,Attchd,2,430,TA,146,0,,,,2010,192000
387,387,RL,8410,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1910,Gambrel,PConc,TA,658,TA,Y,658,526,1184,0,0,1,0,5,1,TA,8,0,,,0,0,,0,0,,,,2006,81000
388,388,RL,7200,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1976,Hip,CBlock,TA,1041,Ex,Y,1125,0,1125,1,0,1,0,3,1,TA,6,1,Fa,Detchd,1,352,TA,296,0,,GdWo,,2009,125000
389,389,RL,9382,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1999,Gable,PConc,Gd,1468,Ex,Y,1479,0,1479,0,0,2,0,3,1,Gd,6,0,,Attchd,2,577,TA,120,0,,,,2008,191000
390,390,RL,12474,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2007,Gable,PConc,Ex,1682,Ex,Y,1742,590,2332,1,0,2,1,3,1,Ex,9,1,Ex,BuiltIn,3,846,TA,196,0,,,,2008,426000
391,391,RL,8405,Pave,Grvl,Reg,AllPub,Gtl,Edwards,1Fam,1900,Gable,BrkTil,TA,861,Ex,Y,961,406,1367,1,0,1,0,4,1,TA,7,0,,Detchd,1,384,TA,0,0,,MnPrv,,2008,119000
392,392,RL,12209,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,2001,Gable,PConc,Ex,804,Ex,Y,804,1157,1961,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2,560,TA,125,0,,,,2009,215000
393,393,RL,8339,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1959,Gable,Slab,,0,TA,Y,882,0,882,0,0,1,0,3,1,TA,5,0,,Attchd,1,294,TA,0,0,,MnPrv,Shed,2007,106500
394,394,RL,7446,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1941,Gable,CBlock,TA,788,TA,Y,788,0,788,0,0,1,0,2,1,TA,4,2,TA,,0,0,,0,0,,GdWo,,2006,100000
395,395,RL,10134,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1940,Gable,CBlock,TA,735,Gd,Y,735,299,1034,0,0,1,0,2,1,TA,5,0,,Detchd,1,240,TA,0,0,,,,2007,109000
396,396,RL,9571,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1956,Gable,CBlock,TA,1144,TA,Y,1144,0,1144,1,0,1,0,3,1,TA,6,0,,Attchd,1,596,TA,44,0,,,,2010,129000
397,397,RL,7200,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,1972,Hip,CBlock,TA,894,TA,Y,894,0,894,0,0,1,0,2,1,TA,6,0,,Detchd,2,600,TA,215,0,,,,2009,123000
398,398,RL,7590,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1962,Gable,CBlock,TA,864,TA,Y,876,936,1812,0,0,2,0,4,1,TA,8,1,TA,Attchd,1,264,TA,0,0,,,,2007,169500
399,399,RM,8967,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1920,Gable,BrkTil,Fa,961,Gd,Y,1077,0,1077,0,0,1,0,2,1,TA,6,0,,Detchd,1,338,Po,0,0,,,,2007,67000
400,400,FV,8125,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2006,Gable,PConc,Gd,1092,Ex,Y,1112,438,1550,1,0,2,0,2,1,Gd,7,0,,Attchd,2,438,TA,0,0,,,,2009,241000
401,401,RL,14963,Pave,,IR2,AllPub,Gtl,Veenker,TwnhsE,1996,Gable,PConc,Gd,1260,Ex,Y,1288,0,1288,1,0,1,1,1,1,Ex,4,2,Gd,Attchd,2,500,TA,120,0,,,,2008,245500
402,402,RL,8767,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,1310,Ex,Y,1310,0,1310,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2,400,TA,0,0,,,,2006,164990
403,403,RL,10200,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1940,Gable,PConc,TA,672,Ex,Y,672,0,672,0,0,1,0,2,1,TA,4,0,,Detchd,1,240,TA,168,0,,GdPrv,,2008,108000
404,404,RL,12090,Pave,,Reg,AllPub,Gtl,NoRidge,1Fam,1998,Hip,PConc,Gd,1141,Gd,Y,1165,1098,2263,0,0,2,1,4,1,Gd,10,1,TA,BuiltIn,2,420,TA,144,0,,,,2006,258000
405,405,RL,10364,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1995,Gable,PConc,Gd,806,Gd,Y,806,766,1572,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,2,373,TA,0,0,,,,2007,168000
406,406,RL,9991,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1976,Gable,CBlock,TA,1281,Ex,Y,1620,0,1620,1,0,2,0,3,1,TA,8,1,TA,Attchd,2,490,TA,120,0,,GdWo,,2009,150000
407,407,RL,10480,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1936,Gable,BrkTil,TA,1064,Ex,Y,1166,0,1639,0,0,1,0,3,1,TA,6,0,,Detchd,1,240,TA,0,0,,,,2008,115000
408,408,RL,15576,Pave,,Reg,AllPub,Gtl,Crawfor,1Fam,1915,Gable,BrkTil,Gd,840,Ex,Y,840,840,1680,0,0,2,0,4,1,TA,8,0,,Attchd,1,308,TA,0,0,,,,2008,177000
409,409,RL,14154,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2006,Gable,PConc,Ex,1063,Ex,Y,1071,1101,2172,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,3,947,TA,192,0,,,,2007,280000
410,410,FV,10800,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2007,Gable,PConc,Ex,1034,Ex,Y,1050,1028,2078,1,0,2,1,3,1,Ex,8,1,Gd,Attchd,3,836,TA,0,0,,,,2008,339750
411,411,RL,9571,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1958,Gable,CBlock,TA,1276,TA,Y,1276,0,1276,0,0,1,0,3,1,TA,5,0,,Attchd,1,350,TA,0,0,,,,2009,60000
412,412,RL,34650,Pave,,Reg,AllPub,Gtl,Gilbert,2fmCon,1955,Hip,CBlock,TA,1056,TA,N,1056,0,1056,1,0,1,0,3,1,TA,5,0,,Attchd,2,572,TA,264,0,,,,2006,145000
413,413,FV,4403,Pave,,IR2,AllPub,Gtl,Somerst,1Fam,2009,Gable,PConc,Ex,1470,Ex,Y,1478,0,1478,1,0,2,1,2,1,Gd,7,1,Gd,Attchd,2,484,TA,0,0,,,,2010,222000
414,414,RM,8960,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1927,Gable,CBlock,TA,1008,Gd,Y,1028,0,1028,0,0,1,0,2,1,TA,5,1,Gd,Detchd,2,360,TA,0,0,,,,2010,115000
415,415,RL,11228,Pave,,IR2,AllPub,Gtl,SawyerW,1Fam,1993,Gable,PConc,Gd,1080,Ex,Y,1080,1017,2097,0,1,2,1,3,1,Gd,9,1,TA,Attchd,3,678,TA,196,0,,,,2008,228000
416,416,RL,8899,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2007,Gable,PConc,Gd,1340,Ex,Y,1340,0,1340,0,0,2,0,3,1,Gd,6,0,,Attchd,2,396,TA,100,0,,,,2007,181134
417,417,RL,7844,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1978,Hip,CBlock,TA,672,TA,Y,672,728,1400,0,0,1,1,3,1,TA,6,1,TA,Attchd,2,440,TA,0,0,,,,2006,149500
418,418,RL,22420,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1918,Hip,BrkTil,Gd,1370,TA,N,1370,1254,2624,1,0,2,1,4,1,TA,10,1,Gd,Detchd,3,864,TA,0,0,,,,2007,239000
419,419,RL,8160,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1940,Gable,BrkTil,TA,756,Fa,N,756,378,1134,1,0,1,1,3,1,TA,7,0,,Detchd,1,240,TA,0,0,,,,2007,126000
420,420,RL,8450,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1968,Gable,CBlock,TA,1056,Ex,Y,1056,0,1056,1,0,1,0,3,1,TA,6,1,Fa,Attchd,1,304,TA,0,0,,,,2010,142000
421,421,RM,7060,Pave,,Reg,AllPub,Gtl,Mitchel,Duplex,1997,Gable,PConc,Gd,1344,Ex,Y,1344,0,1344,2,0,2,0,2,2,TA,8,0,,Attchd,4,784,TA,0,0,,,,2008,206300
422,422,RL,16635,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1977,Gable,CBlock,Gd,1602,Gd,Y,1602,0,1602,0,1,2,0,3,1,Gd,8,1,TA,Attchd,2,529,TA,240,0,,,,2009,215000
423,423,RL,21750,Pave,,Reg,AllPub,Mod,Mitchel,1Fam,1954,Hip,CBlock,TA,988,Ex,Y,988,0,988,0,0,1,0,2,1,TA,4,0,,Attchd,2,520,TA,0,0,,,,2008,113000
424,424,RL,9200,Pave,,Reg,AllPub,Gtl,NoRidge,1Fam,1998,Gable,PConc,Gd,1470,Gd,Y,1470,1160,2630,1,0,2,1,4,1,Gd,8,1,TA,Attchd,3,696,TA,0,0,,,,2008,315000
425,425,RL,9000,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1956,Gable,CBlock,Gd,1196,Gd,Y,1196,0,1196,1,0,1,0,2,1,TA,6,1,Gd,Attchd,1,297,TA,0,0,,,,2008,139000
426,426,RM,3378,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1946,Gable,CBlock,TA,651,Gd,Y,707,682,1389,0,0,1,1,3,1,TA,6,2,Gd,Detchd,1,240,TA,0,0,,,,2009,135000
427,427,RL,12800,Pave,,Reg,AllPub,Mod,SawyerW,1Fam,1989,Gable,PConc,Gd,1518,Gd,Y,1644,0,1644,1,1,2,0,2,1,Gd,5,1,TA,Attchd,2,569,TA,80,0,,,,2009,275000
428,428,RL,8593,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1957,Hip,CBlock,TA,907,Ex,Y,907,0,907,0,0,1,0,3,1,TA,5,0,,Detchd,1,352,TA,0,0,,,,2008,109008
429,429,RL,6762,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2007,Gable,PConc,Gd,1208,Ex,Y,1208,0,1208,1,0,2,0,2,1,Gd,6,0,,Attchd,2,628,TA,105,0,,,,2007,195400
430,430,RL,11457,Pave,,IR1,AllPub,Gtl,Timber,1Fam,1988,Gable,CBlock,Gd,1392,TA,Y,1412,0,1412,1,0,2,0,3,1,Gd,6,1,TA,Attchd,2,576,TA,0,0,,,,2009,175000
431,431,RM,1680,Pave,,Reg,AllPub,Gtl,BrDale,Twnhs,1971,Gable,CBlock,TA,483,TA,Y,483,504,987,0,0,1,1,2,1,TA,4,0,,Detchd,1,264,TA,0,0,,,,2008,85400
432,432,RM,5586,Pave,,IR1,AllPub,Gtl,OldTown,1Fam,1920,Gable,BrkTil,TA,901,Gd,Y,1088,110,1198,0,0,1,0,4,1,TA,7,0,,,0,0,,0,0,,MnPrv,,2008,79900
433,433,RM,1920,Pave,,Reg,AllPub,Gtl,BrDale,TwnhsE,1971,Gable,CBlock,TA,765,Ex,Y,765,600,1365,1,0,1,1,2,1,TA,6,0,,Detchd,2,440,TA,240,0,,,,2007,122500
434,434,RL,10839,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1997,Gable,PConc,Gd,926,Ex,Y,926,678,1604,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,470,TA,0,0,,,,2008,181000
435,435,RM,1890,Pave,,Reg,AllPub,Gtl,MeadowV,Twnhs,1972,Gable,CBlock,Gd,630,Gd,Y,630,0,630,1,0,1,0,1,1,TA,3,0,,,0,0,,88,0,,,,2008,81000
436,436,RL,10667,Pave,,IR2,AllPub,Gtl,CollgCr,1Fam,1996,Gable,PConc,Gd,799,Ex,Y,827,834,1661,1,0,2,1,3,1,Gd,6,1,TA,Attchd,2,550,TA,158,0,,,,2009,212000
437,437,RM,4400,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1920,Gable,BrkTil,Fa,648,TA,Y,734,384,1118,0,0,1,0,2,1,TA,6,0,,Detchd,2,440,TA,0,0,,,,2006,116000
438,438,RM,6000,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1926,Gable,PConc,TA,884,Gd,Y,904,0,904,0,0,1,0,2,1,TA,4,0,,Detchd,1,180,TA,0,0,,,,2009,119000
439,439,RL,4280,Pave,,Reg,AllPub,Gtl,Crawfor,1Fam,1913,Gable,PConc,TA,440,TA,N,694,0,694,0,0,1,0,2,1,Gd,4,1,Gd,Detchd,1,352,Gd,0,0,,MnPrv,,2007,90350
440,440,RL,12354,Pave,Grvl,Reg,AllPub,Gtl,Edwards,1Fam,1920,Gable,BrkTil,TA,684,Gd,Y,684,512,1196,0,0,1,0,3,1,Gd,7,0,,Detchd,2,528,TA,0,0,,GdPrv,Shed,2009,110000
441,441,RL,15431,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2008,Hip,PConc,Ex,3094,Ex,Y,2402,0,2402,1,0,2,0,2,1,Ex,10,2,Gd,Attchd,3,672,TA,0,0,,,,2009,555000
442,442,RL,12108,Pave,,Reg,AllPub,Gtl,Edwards,Duplex,1955,Gable,CBlock,TA,1440,TA,N,1440,0,1440,0,0,2,0,4,2,Fa,8,0,,,0,0,,0,0,,,,2008,118000
443,443,RM,6240,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1930,Gable,PConc,TA,1078,TA,Y,1128,445,1573,0,0,2,0,3,1,TA,8,1,Gd,Detchd,2,360,TA,0,0,,,,2008,162900
444,444,RL,3922,Pave,,Reg,AllPub,Gtl,Blmngtn,TwnhsE,2006,Gable,PConc,Ex,1258,Ex,Y,1258,0,1258,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,3,648,TA,144,0,,,,2007,172500
445,445,RL,8750,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,1994,Gable,PConc,Gd,915,Ex,Y,933,975,1908,1,0,2,1,4,1,Gd,8,1,TA,Attchd,2,493,TA,144,0,,,,2008,210000
446,446,RL,9855,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1956,Hip,CBlock,TA,1436,Fa,Y,1689,0,1689,0,0,1,0,3,1,TA,7,1,Gd,Attchd,2,480,TA,0,0,,MnPrv,,2009,127500
447,447,RL,16492,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1966,Gable,CBlock,TA,1517,Ex,Y,1888,0,1888,0,0,2,1,2,1,Gd,6,1,Gd,Attchd,2,578,TA,0,0,,,,2010,190000
448,448,RL,11214,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1998,Gable,PConc,Gd,930,Gd,Y,956,930,1886,0,0,2,1,4,1,Gd,10,1,TA,Attchd,2,431,TA,89,0,,,,2006,199900
449,449,RM,8600,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1937,Gable,BrkTil,TA,780,TA,Y,780,596,1376,0,0,2,0,3,1,TA,7,1,Gd,Detchd,1,198,TA,0,0,,,,2006,119500
450,450,RM,6000,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1948,Gable,CBlock,TA,649,Ex,Y,679,504,1183,0,0,1,1,2,1,TA,6,0,,Detchd,1,308,TA,0,0,,,,2007,120000
451,451,RM,5684,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1930,Hip,BrkTil,TA,813,Ex,Y,813,0,813,0,0,1,0,2,1,Gd,5,0,,Detchd,1,270,Fa,0,0,,,,2006,110000
452,452,RL,70761,Pave,,IR1,AllPub,Mod,ClearCr,1Fam,1975,Gable,CBlock,Gd,1533,TA,Y,1533,0,1533,1,0,2,0,2,1,Gd,5,2,TA,Attchd,2,576,TA,200,0,,,,2006,280000
453,453,RL,9303,Pave,,IR1,AllPub,Gtl,Timber,1Fam,1996,Hip,PConc,Ex,872,Ex,Y,888,868,1756,1,0,2,1,3,1,TA,7,0,,Attchd,2,422,TA,144,0,,,,2007,204000
454,454,FV,9000,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2008,Gable,PConc,Gd,768,Ex,Y,786,804,1590,0,0,2,1,3,1,Gd,6,0,,Attchd,2,676,TA,0,0,,,,2009,210000
455,455,RL,9297,Pave,,Reg,AllPub,Gtl,Mitchel,Duplex,1976,Gable,CBlock,TA,1728,TA,Y,1728,0,1728,2,0,2,0,4,2,TA,8,0,,Detchd,2,560,TA,0,0,,,,2006,188000
456,456,RL,9600,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1973,Hip,CBlock,TA,1242,Fa,Y,1242,0,1242,0,0,1,1,3,1,TA,6,1,TA,Attchd,2,528,TA,0,0,,,,2007,175500
457,457,RM,4571,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1916,Gable,BrkTil,TA,624,Fa,N,624,720,1344,0,0,1,0,4,1,TA,7,0,,Detchd,3,513,Fa,0,0,,,,2008,98000
458,458,RL,53227,Pave,,IR1,AllPub,Mod,ClearCr,1Fam,1954,Flat,CBlock,Gd,1364,Ex,Y,1663,0,1663,1,0,1,0,2,1,Gd,6,2,Gd,Attchd,2,529,TA,224,0,,,,2008,256000
